location,country,latitude,longitude,source,comments,review_date,score
London Leytonstone,GB,51.5684052,0.0111701,Google,"convenient location narrow range equipment, sustained damage years. none broken getting shabby. lack proper air conditioning makes real sweat pit summer months.",2024-05-02 04:43:57,2
London Leytonstone,GB,51.5684052,0.0111701,Google,"gym nice, always crowded, can't go want specific times slots, otherwise exercising becomes pain machines never free, classes, small studio alway full. buy upper floor extend it, would space machines available people. even sure safe legal 80-90 people small space, case fire emergency easy evacuate everyone",2024-05-01 16:46:04,2
London Leytonstone,GB,51.5684052,0.0111701,Google,"dirty, terrible smell, needs deep cleaning",2024-04-25 04:45:42,2
London Leytonstone,GB,51.5684052,0.0111701,Google,manger puregym leytonstone disrespectful verbally abusive towards customer service poor also seemed personal problem zero manners whatsoever recommend gym,2024-03-21 03:42:35,1
London Leytonstone,GB,51.5684052,0.0111701,Google,"gym closed since stinks soon walk in. toilets smell like urine assigned gender. absolutely disgusting, full hair, urine, name it. enough equipment. pool. expensive packed times! sooooo unhappy",2024-03-11 03:35:07,1
London Leytonstone,GB,51.5684052,0.0111701,Trustpilot,"puregym suspended account continued charge me, far charged £240 recusing process refund. considering ones suspended account, means cannot access account. avoid company!!!",2024-03-09 13:32:00,1
London Leytonstone,GB,51.5684052,0.0111701,Google,time changing room messy toilet smells horrible work hygiene,2024-02-25 15:39:24,2
London Leytonstone,GB,51.5684052,0.0111701,Google,"pros - open hours, something leytonstone barber shop estate agents. cons - gym needs serious revamp, every machine equipment broken breaking, tears every bench. gym stinks years sweat, tears human fluids place needs deep clean. limited equipment, smith bench press. also compared pure gyms dumbbells go 40kg taking account gym always busy one expensive pure gyms really reinvest money revamp place instead continuously opening new sites.",2024-02-20 03:31:38,2
London Leytonstone,GB,51.5684052,0.0111701,Google,"tiny gym tonnes regulars nearly enough free weights (1 bench press setup) machines. regular long waits equipment free up, alright.",2024-02-18 03:36:14,2
London Leytonstone,GB,51.5684052,0.0111701,Google,"showers toilets disgusting!! pee place, tissue everywhere floor never paper dispenser. fees though i’ve walked teenage boys locker room. absolutely gross! price gym pretty expensive!! it’s wrong.",2024-01-17 15:27:16,2
London Leytonstone,GB,51.5684052,0.0111701,Google,"average. toilets usually covered pee, showers dirty, two shack looking changing rooms. class schedule great branch. huge discrepancies one farringdon badly need privacy road, people love stare lurk sadly. bit stuffy too, nothing compared underground farringdon.",2023-11-22 03:23:55,2
London Leytonstone,GB,51.5684052,0.0111701,Trustpilot,"pt complained provided feedback contacted directly long defensive aggressive text message - distorting truth cover back. text made calling names distorted scenarios protect - scenarios never mentioned raised complaint. fact scenarios never documented raised shows false narrative used protect himself. shows inability receive feedback respond professionally. professional correct response would've apologise, raise line manager address refund. contacted cluster manager screenshot text messages. along truth false allegations using justify unjust behaviour. hope puregym deal unprofessionalism bullying appropriately. advise members receive professional training customer service, diversity & inclusion (which covers discrimination gender equality). feel though lot driven x (pt) perceiving young black woman could take advantage of, expect would escalate appropriately. continue feedback negative experiences x general gym staff escalate regional manager - paying customer treated way, hope happen again.",2023-10-30 12:41:00,1
London Leytonstone,GB,51.5684052,0.0111701,Trustpilot,"pt - awful experience pt stole money. poor customer service, manners, professionalism etiquette. flagged apprehension pt sessions due demanding career, reassured clients demanding careers able accommodate. needed cancel 7th session due panic attack - exploded horrible. cancelled 8th session - ignored blocked asked refund. documented proof. sessions often full grumpy complaining - draining long day work. thought funny keep saying name wrong seriously say inappropriate. occasion asking sun burns rudely responded ‘well look brown/black’ (racial micro-aggression - he’s compared ethnicity sun-related skin damage). experienced extremely awful/disgusting customer service humanity considering flagged circumstances beforehand (as always do). i’ve many pts extremely flexible reassured would be. i’ve also honest pts said would unable flexible (beforehand). friendly kind desperate get new client.",2023-10-29 00:00:00,1
London Leytonstone,GB,51.5684052,0.0111701,Google,personal trainers rude condescending. sort attitude out. people coming beginners,2023-09-15 16:13:15,1
London Leytonstone,GB,51.5684052,0.0111701,Google,"first time , toilet hygiene shower put big time",2023-08-30 18:57:13,2
London Leytonstone,GB,51.5684052,0.0111701,Google,"condition gym far satisfactory. firstly, air conditioning system inoperable, subjecting anyone enters unpleasant stifling atmosphere. pervasive odour clogged ventilation exacerbates discomfort. secondly, membership fees exorbitant. affordable tier, priced £30, comes restrictions utilize facilities, so-called 'convenient' alternative costs nearly £40. steep cost access cramped 4x4 gym space, devoid fresh air equipped bare essentials. moreover, gym fails offer additional amenities like pool sauna, typically expected price bracket. contrast, fee ranging £45 £50, gyms, twice size one, provide pristine invigorating environment along supplementary perks. given circumstances, strongly recommend steering clear gym unless happens sole available option.",2023-08-21 04:04:46,1
London Leytonstone,GB,51.5684052,0.0111701,Google,showers. £40 worth all. rumor maintenance. year now. 😅,2023-08-13 04:02:42,1
London Leytonstone,GB,51.5684052,0.0111701,Google,gym owner compassion man’s shouting using gym ball telling friends get,2023-07-25 03:58:19,1
London Leytonstone,GB,51.5684052,0.0111701,Google,"home gym stratford closed maintenance came here. gym ok, ok want quick basic workout, half lockers work, smells soon walk in, there’s changing rooms small toilets shower rooms together. home gym stratford definitely better better facilities it’s cleaner fresher",2023-07-18 17:08:43,2
London Leytonstone,GB,51.5684052,0.0111701,Google,home gym stratford close temporarily maintenance work use leytonstone gym first day can’t last minutes gym small smells bad ac sweat stays coming back waiting home gym open,2023-07-17 15:59:48,1
London Leytonstone,GB,51.5684052,0.0111701,Google,easily worse puregym london. rude staff. weighing scales.,2022-08-01 10:01:06,2
London Leytonstone,GB,51.5684052,0.0111701,Google,"good gym overall, please mindful space & capacity classes! booked class morning cancel space put mat down! bare mind spoke instructor end, apologised & told people hadn’t even turned class. class overcrowded despite people showing up, imagine. update 22/6/23: classes still overcrowded af. clearly didn’t take originally said board wouldn’t still case. classes need maximum people, try squeeze many possible nobody achieve full workout potential even personal space. i’ve terminated membership. well done 👍🏽",2022-07-24 09:53:32,2
London Leytonstone,GB,51.5684052,0.0111701,Google,"reason many options. overpriced lack equipment compared units, also limits variety. space big boils number equipments per exercise, go end peak, expect wait quite likely group hogging machine. update 04/2024 conditions even worse, rarely cleaning liquid use, mats damaged falling apart, equipment sometimes placed ways limit configurations, equipment protective plastic altering configuration (literally pinch metal fingers pull change range motion chest machine.",2022-06-15 21:56:27,2
London Leytonstone,GB,51.5684052,0.0111701,Google,"equipment 7/10 pretty good, years attachments added variety abundance good, broken machines get repaired relatively quickly feel smooth well kept overall. could variety, generally get job done. activity 3/10 people signing becoming quite packed throughout entire day, go peak time 6-10pm goodluck getting anything done waiting machine pretty long especially groups people time (weekends good day night) amenenties 0/10 lockers either broken permanently reserved. toilets bad repairs get done then. reference half lockers always taken gym busy people carry bags them. staff 5/10 generally staff good, spoke seen interact people good way. except management, refusal listen act complaints, especially comes lockers. especially tarique, extremely petty lazy manager. complain anything persistently go far following cameras see get instead job. pretty foul behavior. recommend it? go peak, yes. go peak, avoid it.",2022-03-07 20:57:03,2
London Seven Sisters,GB,51.5817795,-0.0739615,Google,u don’t wanna get fit place go poorly equipped lockers whole gym,2024-05-04 21:57:33,2
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"closed notice. wasted time. can't book induction time slots in-between. cheap equipment much choice. pay extra classes. staff ever available. great, little privacy streets co-ed changing/ shower handful lockers. average.",2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"pay multi-gym membership, pay seven sisters wasn’t included list gyms (bit ridiculous). shrugged gym mins away home, thought it’d save travelling way finsbury park tube. honestly, disappointed gym. utilise space well it’s small, feels exposed treadmills stairmasters directly infront bus stop. girls, you’ll probably stared glass. studio lights seem set timer switch back amount time. lights also glarey - you’re floor exercises, you’ve got find spot isn’t underneath light. many bars weights studio barbells. decent amount variety machines though, haven’t ever wait machines since going here. haven’t seen cleaning stations around gym yet. great considering like wipe yoga mats use. disappointing thing upstairs changing area: separated male/female changing rooms, cubicles, btw usually dirty and/or rubbish them. individual unisex toilet cubicles never clean - literally poo stains every time i’ve lol. there’s like lockers, pretty small, you’re unlucky get one go, there’s exposed cupboards leave things in, come now, it’s seven sisters, hardly safe leave anything out, better yet carry belongings around you. pros: - good variety machines weights - ceilings tall feels spacious cons: - it’s actually small gym - doesn’t seem like gets cleaned often - there’s single water fountain member’s drinks machine, thought gyms would you’re paying premium membership - changing area unisex, don’t go you’re comfortable seeing people walking around naked - month it’s already closed consecutive days maintenance. announced last minute. new gym, i’m impressed gym offer. probably going re-set finsbury park main gym every aspect much worth money.",2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"expensive offer. compared gyms lower prices, unlimited water one water fountain whole gym, cleaning stations, massaging chairs, lockers maybe 25-30 mixed changing room toilets showers issue busy times. place big, many machines cardio. space could used different ways added machines things missing. worth price.",2024-04-03 11:33:20,2
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"open couple week ago, much equipments close morning without notice send emails members informed …",2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"drove way crouch end try gym i’ve wanting try since opened, park tesco walk way gym, find closed!!!! never go back gym… could least sent notification say you’re closed! poor!",2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"pros: - new gym, everything new, clean tidy. cons: - lack lot equipment, machines free weights. nothing calves, inclined declined bench presses, one machine abduction adduction, more. also cardio equipment. - enough lockers, taken people leave stuff there. quite frustrating leave stuff safely. - ""changing room"" cubicles (like fitting rooms clothes shops) shared men women. showers toilets. comfortable. - staff, though friendly, knowledgeable. approach one ladies ask advice replace exercises routine due lack equipment kept repeating ""we machine"". - price!!! kept price £17, say ok. £25? much gym offers. £32??? big no.. def worth price, way hell. compare: gym tottenham high road (about times size, price £25 so) yeah, sorry bit harsh, quite different gyms london able compare, honest review. there's certainly room improvement, though, get machines, benches, cardio, etc... rethink bit price, perhaps could good gym. ps: reviews stated, issue closure less two weeks lack communication. hopefully that's exception happen again.",2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"current state gym terrible. managed extremely poor fashion. unannounced closure many days without information closes 10pm longer 24/7? bit joke. many issues: co-ed showers changing room - advertised joining, enough equipment enough variety (the place half empty), sanitation station, privacy people bus stop feet away. wasted time money getting kiss door. resigned previous gym pay joining fee paying nothing here, might well swap back gym...",2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"it’s worse pure gym london. since opened december shut twice already, currently shut. informations reopening received company, refund offered days lost already. less lockers total sort bad joke considering busy place less one month opening. cheap equipment spaces offered. managed save even walls doors, fact “studio” doors walls ceiling, result everyone gym listen extremely loud music playing classes. real nightmare overall, cancel membership asap.",2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,new gym charged dont even enough lockers,2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"it’s fine - wish would clean often. changing area always gross, showers grim toilets filthy. it’s open month though, hopefully creases need ironing out. also, it’s supposed gym, closed two days closed prior warning!",2024-04-03 11:33:20,2
London Seven Sisters,GB,51.5817795,-0.0739615,Google,closed without notice..excellent beginning 😞,2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,ain't even tried it. live around area thought join.. well level seen enough hefty price tag. convience got money guess.,2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"stuff rude care money. receive penalty reason. now, need email get money back. thanks puregym another headache.",2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"good place, good equipment. changing room unisex bathrooms terrible.",2024-04-03 11:33:20,2
London Seven Sisters,GB,51.5817795,-0.0739615,Google,"enough lockers. temperature high really training, degrees maximum - melting here!?",2024-04-03 11:33:20,2
London Seven Sisters,GB,51.5817795,-0.0739615,Google,handful lockers. benches. water machine. worst pure gym london,2024-04-03 11:33:20,1
London Seven Sisters,GB,51.5817795,-0.0739615,Google,mało sprzętu cardio. mało miejsca w szatni. nie gdzie zostawić plecaka bo wszystko zajęte. jedyny plus że wszystko jest świeże... bo jest nowe. za jakiś czas już nie będzie. kiepsko ogólnie,2024-04-03 11:33:20,2
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,machines. basic machines chair flexors open-back articulated pull-ups available. days numbered here.,2024-02-22 12:07:00,2
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"charging dont even enough locker, people putting belongings floor bring gym. gym, enough tools like light dumbbell people needed, three cable total one rope, location, would definitely choose brand gym",2024-01-18 22:40:00,1
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"poor gym males females changing room poor machines… please please could least put locker , take back training area … thank",2023-12-26 19:22:00,1
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"worth it. space like gym goers. free gym locals would like gym cannot afford it. sharing locker rooms women!! cleaning stations!!!! disgusting!!! cancelled membership. manager really lovely, bring back fp!!!!!!!!!!!!!!",2023-12-23 20:26:00,1
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"pros: - new gym, everything new, clean tidy. cons: - lack lot equipment, machines free weights. nothing calves, inclined declined bench presses, one machine abduction adduction, more. also cardio equipment. - enough lockers, taken people leave stuff there. quite frustrating leave stuff safely. - ""changing room"" cubicles (like fitting rooms clothes shops) shared men women. showers toilets. comfortable. - staff, though friendly, knowledgeable. approach one ladies ask advice replace exercises routine due lack equipment kept repeating ""we machine"". - price!!! kept price £17, say ok. £25? much gym offers. £32??? big no.. def worth price, way hell. compare: gym tottenham high road (about times size, price £25 so) yeah, sorry bit harsh, quite different gyms london able compare, honest review. there's certainly room improvement, though, get machines, benches, cardio, etc... rethink bit price, perhaps could good gym. ps: reviews stated, issue closure less two weeks lack communication. hopefully that's exception happen again.",2023-12-22 22:34:00,1
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"gym closed week due maintenance issue members received zero communication - waste time walking seeing sign door! emails whole time closed, unhelpful info website estimate reopen telling members use finsbury park crouch end gym (which pay travel walking distance!) cannot believe there's even one email members, also getting month december refunded. frustratingly there's also way get touch anyone - app gives option tweet pure gym message via facebook messenger. use either social media platforms, supposed do? option call email gym - issue complaint wanted raise privately, supposed publicly tweet get response? beyond this, gym really feel complete yet. missing loads machines gyms have, two cross trainers, hand sanitiser equipment wipes, changing area unisex enough lockers.",2023-12-19 16:56:00,1
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"switched gym based location plus me. negative's closed due flood, actually gym became apparent. update members issue resolved. need regular updates email gym reopened. gym equipment, equipment needed better use space accommodate machines equipment. lockers, larger lockers required. hope management take comments reviews space potential good gym additions.",2023-12-19 15:25:00,2
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"honest review (1) gym small many ""standard"" equipment exist. (2) lockers men women basically small space (3) gym closed week opening due ""unforeseen"" circumstances received update via e-mail form communications (4) 20-30 people present gym moment almost sure able exercise since small. (5) price singed early 17.99 pounds. using information safe conclude even low price exactly ""value money"". think 23-24 pounds supposed go pounds within months. obviously gym fully regenerated shut since smarter go another pure gym rather one. (*) even vending machines contain useful products gyms (that's negligible course)",2023-12-19 14:57:00,1
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"paid extra money upgrade membership use gym. previously used crouch end one one near work, one much nearer. slightly confused additional cost incurred adding gym lot smaller one used previously less ""premium"" area. gym fine. bit smaller pure gyms quiet went. also separate male/female changing rooms, cubicles. issue quiet went see problem busier. however, gym closed soon opening. basically paying extra before. communication reopening really annoying. feeling bit conned!",2023-12-19 13:32:00,2
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,personally wasn’t fussed layout gym gym closed nearly week update open disgusting. reason signed gym local. go bloody islington!! update us i’m joining gym group annoying frustrating. facility issue a**. open gym!,2023-12-19 01:14:00,2
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,brand new gym. currently close due problems gym. plan use gyms far me. joined seven sisters branch near. gym good one. need machines. lockers. especially doors. open shelves! also mixed changing rooms me... hope iron problems. gym potential good one.,2023-12-18 21:13:00,2
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,almost week gym shut still haven’t received single email update proceed. can’t go gyms like (finsbury park) nearest one - hence joined local seven sisters ones. keep coming check gym re-opened every day absolutely commitment keeping us loop. there’s maintenance carried try solve problem. it’s making think catch £16.99 first months offer - want us cancel membership gone £24.99 month.,2023-12-17 17:18:00,1
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"excited puregym opening it’s minute walk house quickly go home shower go straight work. reason joined member gym group cannot fault service. second reason joined promotional offer £16.99 ( joined opened ) first six months price increases £32.99! puregym need rethink price increase members want value money aren’t providing this. example: constructed layout small, expected much bigger space price. much wasted space deadlift rack could instead three mirrors area can’t see side angle. addition way back extension positioned can’t see side angle one long mirror dumbbells don’t front view it’s placed front pillar. discovered cable machines wrong stickers weights thought choosing 2.3kg example really 4.3kg. sign informing members this. corner bar row platform landmine attachment handle positioned placed carpet window / open doors rains water comes makes carpet extremely wet. discovered using landmine seated position tracksuit bottoms soaked. informed manager sign placed inform members. whoever designed gym left critical elements. gym missing key machines: biceps curl, triceps press, lat pulldown, lateral raise, calf press, hack squat low amount cardio machines price. example one upright bike. good amount cable machines, couldn’t believe don’t provide cable straight bar used attachment cable machines narrow grip landmine handle & row attachment. shocking. good amount functional stuff that’s it. puregym opened doors public first thing shocked fact changing area, toilets/showers lockers floor shared men women. aren’t enough lockers members also provided open shelves people put possessions ridiculous sign says puregym can’t held accountable anything goes missing. didn’t provide lockers? frustrations increased opened 01/12/2023 closed 13/12/2023 didn’t send email members telling us. found going gym seeing sign saying place shut due facilities issue use closest gym me. joke main reason joined close proximity closest would crouch hill, finsbury park muswell hill means additional cost pay transport distance doesn’t work me. contacted customer service option given freeze membership would pay £6.99 month. find preposterous emails sent update members gym open again. could pay £6.99 freeze membership open tomorrow. we’ve told keep eye email. shocking. gym group never this. give timeframe keep updated constantly. i’m made pay freeze membership i’m cancelling membership. feel lot members leave first six months price increase doesn’t reflect quality gym.",2023-12-16 21:03:00,1
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,overpriced. new gym clean small. changing area upstairs shared everybody. small lockers shelves put stuff can't lock it. change either need use toilets changing cubicles like shops. cross trainers treadmills. also gym got closed due facilities issues update reopen waste time money.,2023-12-16 15:22:00,1
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"bit small side changing rooms male female? big me! lockers half already taken people keep stuff night. pls that, take gym bag u leaving free lockers! equipment still missing , many machines…. cleaning stations sanitising sprays clean sweaty benches /equipment. really uncomfortable makes feel bad use dirty bench covered sweat. gym closed due unforeseen circumstances get email long reopen? comparing pure gyms one well..",2023-12-13 18:25:00,2
London Seven Sisters,GB,51.5817795,-0.0739615,Trustpilot,"excited gym worth value. new, nicely built, unfortunately overpriced gym. appreciate welcome price that's catch! final basic price: £32.99 ! constructed layout small, expected much bigger space price. much wasted space unorganised positions machines. missing 1-10kg dumbbell set free weight. missing key machines: biceps curl, triceps press, lat pulldown, lateral raise, calf press, hack squat low amount cardio machines price. good amount cable crossovers, good amount functional stuff, deadlift rack could move use back side too... puregyms cheaper bigger area - understand one high priced. maybe 24/7 access, that's compensating issues mentioned. really hope consider act advise. lower price add stuff!",2023-12-13 15:40:00,2
London Stratford,GB,51.541289,-0.0035472,Trustpilot,"gym full, impossible find available equipment relaxed workout. insufficient number lockers. sufficiently air conditioned, warm, stuffy smelly inside. toilets smell disgusting.",2024-05-07 11:12:00,2
London Stratford,GB,51.541289,-0.0035472,Google,"one star even generous . i’ve going gym . decided class hadn’t done one gym . i’m assuming regular people classes knew needed equipment wise . walked , man tattooed face introduce even say hi , didn’t tell equipment needed rather left someone else class tell . didn’t explain class would go , explain certain exercises could clearly see confused . obviously doesn’t care job helping people taking part classes . hygiene gym disgusting , soap ladies toilets month . never see cleaner one time see cleaner sitting phone changing rooms actually cleaning . toilets downstairs flooded floors gym soaking wet disgusting . cleaning stations always empty , point installing there’s never spray tissue .overall stuff need retrained hire people brain cells cleaner actually cleans needs hired it’s filthy",2024-04-18 05:31:02,1
London Stratford,GB,51.541289,-0.0035472,Google,went gym thursday assistant manager rude,2024-04-13 17:34:09,1
London Stratford,GB,51.541289,-0.0035472,Google,rudest stuff want find gym instead nice costumers like don’t time you.,2024-04-10 05:29:57,1
London Stratford,GB,51.541289,-0.0035472,Google,"always busy, enough space equipment accommodate everyone there's always people hanging waiting use equipment. agree others quite unsanitary gym could use improvement area. staff unapproachable.",2024-03-29 16:23:56,1
London Stratford,GB,51.541289,-0.0035472,Google,"changing rooms toilets almost always dirty that's annoying thing. main annoying thing wifi months now. one works seems know fixed. gym needs app uses internet enter exit gym, that's problematic, especially considering there's signal building use internet data...",2024-03-27 16:29:11,2
London Stratford,GB,51.541289,-0.0035472,Trustpilot,i’d cancel membership last january carry charging another months notice simply ignoring emails pretending understanding i’m saying,2024-03-22 19:07:00,1
London Stratford,GB,51.541289,-0.0035472,Google,equipment fine changing horrible paying useless changing room.,2024-03-18 16:20:51,1
London Stratford,GB,51.541289,-0.0035472,Google,"frequented many gyms years, puregym stratford sadly ranks one unpleasant experiences, primarily due overpowering odor. bewildering whether lack proper ventilation deliberately forgo using it, gym perpetually enveloped sharp, pungent scent sweat that's hard ignore. equally disappointing conditions toilets, clear testament lack social responsibility among members seemingly indifferent attitude staff towards maintaining cleanliness. efforts, lack thereof, result half-hearted attempt barely scratches surface needed keep gym respectable state.",2024-03-17 16:27:23,1
London Stratford,GB,51.541289,-0.0035472,Trustpilot,"avoid gym want exercise friendly clean space!! deleted review trustpilot, i’m writing again. gym manager pure gym stratford extremely rude, unprofessional really loves power plays. incorrectly replaced dumbbells wrong shelves, humiliated raising voice publicly, also proceeded suspend gym membership told cannot raise voice front everyone. weeks hundreds emails, able get membership back meeting cluster manager. understood concerns definitely friendly professional vibe. returned gym weeks, saw lot dumbbells placed wrong shelves there. around warning anyone way raised voice me. reason account suspended didn’t let raise voice me. know act talk people lot bad reviews google reviews. also, care terrible hygiene level gym changing rooms always look dirty smell disgusting like never seen soap toilet, one wash hands this. men's changing room, hair dryers rarely work times can’t dry hair shower used see people smoking cigarettes changing room. recommend gym don’t want get extra drama life. stratford pure gym needs hire new manager asap, someone needs work anger issues talking member.",2024-03-14 09:43:00,1
London Stratford,GB,51.541289,-0.0035472,Google,"months ago come check reviews scared disgusted. now, expecting improvement even worse. congratulations worse reviews ever read, used go puregym another city awesome. even courage go.",2024-03-12 04:18:51,1
London Stratford,GB,51.541289,-0.0035472,Google,"first time gym. went ask simple information, manager tattooed face blonde woman super arrogant even gave wrong information! see care gym customers barely even look face. paid much attention, would men painting wall women's bathroom peak hours gym? change clothes take shower situation? uncomfortable use bathroom men front bathroom doors. reviews see alone opinion, fact!!!",2024-03-06 16:27:26,1
London Stratford,GB,51.541289,-0.0035472,Google,place filthy - week don’t even soap,2024-03-02 16:26:27,1
London Stratford,GB,51.541289,-0.0035472,Trustpilot,"avoid gym want exercise friendly clean space. gym manager named daria uniatowska extremely unprofessional really loves power plays pure gym stratford. incorrectly replaced dumbbells wrong shelves, humiliated raising voice publicly, also proceeded suspend gym membership told cannot raise voice front everyone. weeks hundreds emails, able get membership back meeting cluster manager. understood concerns definitely friendly professional vibe. returned gym weeks, saw lot dumbbells placed wrong shelves there. around warning anyone way raised voice me. reason account suspended didn’t let raise voice me. know act talk people lot bad reviews google reviews. also, care terrible hygiene level gym changing rooms always look dirty smell disgusting like never seen soap toilet, one wash hands this. men's changing room, hair dryers rarely work used see people smoking cigarettes changing room. recommend gym don’t want get extra drama life. stratford pure gym needs hire new manager asap, someone needs work anger issues talking member.",2024-03-02 11:53:00,1
London Stratford,GB,51.541289,-0.0035472,Google,gym wifi & limited staff presence. showers & mem’s changing area joke. (unfortunately) hard avoid. need tear terrible retrofit attempt & start again.,2024-03-02 04:20:02,1
London Stratford,GB,51.541289,-0.0035472,Google,"avoid gym want exercise friendly clean space. gym manager named daria uniatowska extremely unprofessional really loves power plays pure gym stratford. incorrectly replaced dumbbells wrong shelves, humiliated raising voice publicly, also proceeded suspend gym membership told cannot raise voice front everyone. weeks hundreds emails, able get membership back meeting cluster manager. understood concerns definitely friendly professional vibe. returned gym weeks, saw lot dumbbells placed wrong shelves there. around warning anyone way raised voice me. reason account suspended didn’t let raise voice me. know act talk people lot bad reviews google reviews. also, care terrible hygiene level gym changing rooms always look dirty smell disgusting like never seen soap toilet, one wash hands this. men's changing room, hair dryers rarely work used see people smoking cigarettes changing room. recommend gym don’t want get extra drama life. stratford pure gym needs hire new manager asap, someone needs work anger issues talking member.",2024-03-01 04:16:55,1
London Stratford,GB,51.541289,-0.0035472,Trustpilot,strangest gym ever told employee even safe gym. way go,2024-02-29 20:17:00,1
London Stratford,GB,51.541289,-0.0035472,Google,started going last month fine last days oxygen humidity must 90%+. see glass entrance full water. get headache minutes. please fix ventilation system.,2024-02-19 04:19:15,2
London Stratford,GB,51.541289,-0.0035472,Google,unclean disgusting 🤢. sweat everywhere one cleaning equipment. washroom dirty well. recommending.,2024-02-05 04:21:18,1
London Stratford,GB,51.541289,-0.0035472,Google,busy!! equipment free need wait long time equipments,2024-02-03 04:16:30,1
London Stratford,GB,51.541289,-0.0035472,Trustpilot,"waiting join pure gym stratford center, reading negative reviews, really put off. hygiene gym firstly big problem. rude management staff helpful. big waste money time. shame, that's local gym close live. look somewhere else now. bad reviews. unbelievable one anything improvement either.",2024-01-29 16:03:00,2
London Stratford,GB,51.541289,-0.0035472,Google,"staff welcome. it’s worthy. lady black hair supposedly help, it’s extremely rude, don’t know personal trainer. doesn’t look trained work gym place.",2024-01-25 16:20:09,1
London Stratford,GB,51.541289,-0.0035472,Google,poorly run gym🙁 lockers always use people leave items overnight nice atmosphere,2024-01-23 04:18:15,1
London Stratford,GB,51.541289,-0.0035472,Google,"based reviews, joining stratford branch puregym seems like bad idea. reviews mention broken equipment hygiene issues, would annoy. trust customers' feedback accept poor responses management. therefore, consider place option.",2024-01-15 16:13:26,1
London Stratford,GB,51.541289,-0.0035472,Google,"good size gym lot options muscle training. visited various branches puregym male changing room stratford dirty, stinking disgusting place ever seen. definitely requires upper management schedule cleaning often signing paper saying checked.",2024-01-06 16:18:05,1
London Stratford,GB,51.541289,-0.0035472,Trustpilot,"2nd review. absolute worst gym london. previously complained cleaning spray tissue told bring own! recently changed this. went week ago water ! running water! manager, guy tattoos face, rude busy even look phone asked anywhere wash hands (there wasn't). also watched ignoring members busily used phone. years ok service puregym branch finally pushed gymbox. must say glad left. shambles gym (along bow) true disgrace care taking money even care get sick shocking hygienic practices. would give minus possible.",2024-01-04 19:03:00,1
London Stratford,GB,51.541289,-0.0035472,Google,daria useless manager! unprofessional rude dont recommend.,2023-12-06 04:11:21,1
London Stratford,GB,51.541289,-0.0035472,Google,attending gym year never issue i’ve always focused workouts left. today things stolen female changing rooms. went manager daria assist instead empathetic referred silly girl raised voice multiple time ask raise voice want resolve issue extremely disappointed level customer service experienced loyal member would liked offered show cctv footage instead insulted like wasn’t victim would recommend gym manager daria know meaning manager customer service,2023-12-06 04:11:21,1
London Stratford,GB,51.541289,-0.0035472,Google,repair door gonna injure someone! like last days. ignorant management!!!!,2023-12-04 04:09:37,1
London Stratford,GB,51.541289,-0.0035472,Google,"gym crowded, wait long get machine.",2023-12-04 04:09:37,1
London Stratford,GB,51.541289,-0.0035472,Google,"enough locker space (obviously, people carrying around bags hovering changing room, easy fix) enough equipment, there’s space improve. busy times get bit crazy.",2023-11-24 04:09:25,1
London Stratford,GB,51.541289,-0.0035472,Google,toilets partition narrow toilets blocked toilets always block sink also blocked hand soap,2023-11-14 16:01:02,1
London Stratford,GB,51.541289,-0.0035472,Google,manager's behaviour inappropriate.she rude also disrespect others.i stop membership her.,2023-11-11 04:07:47,1
