End_Date,ISBN,Title,Author,Interval,Volume,Value,ASP,RRP,Binding,Imprint,Publisher_Group,Product_Class,Category
2021-12-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202151,2287,13546.61,5.9233,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2021-12-25,9780722532935,The Alchemist,"Coelho, Paulo",202151,1221,11085.34,9.0789,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-01-01,9780722532935,The Alchemist,"Coelho, Paulo",202152,793,6759.22,8.5236,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-01-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202152,853,4416.41,5.1775,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-01-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202201,1210,6427.42,5.3119,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-01-08,9780722532935,The Alchemist,"Coelho, Paulo",202201,915,7724.92,8.4425,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-01-15,9780722532935,The Alchemist,"Coelho, Paulo",202202,726,6131.59,8.4457,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-01-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202202,1220,6448.71,5.2858,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-01-22,9780722532935,The Alchemist,"Coelho, Paulo",202203,640,5479.38,8.5615,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-01-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202203,1289,6844.28,5.3098,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-01-29,9780722532935,The Alchemist,"Coelho, Paulo",202204,660,5652.4,8.5642,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-01-29,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202204,1393,7336.1,5.2664,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-02-05,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202205,1729,8885.59,5.1391,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-02-05,9780722532935,The Alchemist,"Coelho, Paulo",202205,662,5596.01,8.4532,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-02-12,9780722532935,The Alchemist,"Coelho, Paulo",202206,557,4761.76,8.5489,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-02-12,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202206,1871,9343.46,4.9938,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-02-19,9780722532935,The Alchemist,"Coelho, Paulo",202207,641,5445.44,8.4952,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-02-19,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202207,1849,9276.81,5.0172,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-02-26,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202208,2325,11579.24,4.9803,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-02-26,9780722532935,The Alchemist,"Coelho, Paulo",202208,655,5621.35,8.5822,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-03-05,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202209,2846,14284.44,5.0191,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-03-05,9780722532935,The Alchemist,"Coelho, Paulo",202209,726,6279.04,8.6488,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-03-12,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202210,2080,10775.04,5.1803,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-03-12,9780722532935,The Alchemist,"Coelho, Paulo",202210,657,5688.44,8.6582,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-03-19,9780722532935,The Alchemist,"Coelho, Paulo",202211,543,4718.93,8.6905,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-03-19,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202211,1711,8944.99,5.2279,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-03-26,9780722532935,The Alchemist,"Coelho, Paulo",202212,632,5475.21,8.6633,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-03-26,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202212,1584,8281.15,5.228,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-04-02,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202213,1615,8764.37,5.4269,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-04-02,9780722532935,The Alchemist,"Coelho, Paulo",202213,613,5387.94,8.7895,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-04-09,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202214,1668,9252.39,5.547,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-04-09,9780722532935,The Alchemist,"Coelho, Paulo",202214,601,5349.23,8.9005,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-04-16,9780722532935,The Alchemist,"Coelho, Paulo",202215,526,4736.72,9.0052,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-04-16,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202215,1602,8806.1,5.4969,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-04-23,9780722532935,The Alchemist,"Coelho, Paulo",202216,489,4319.47,8.8333,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-04-23,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202216,1227,7100.19,5.7866,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-04-30,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202217,1356,8041.11,5.93,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-04-30,9780722532935,The Alchemist,"Coelho, Paulo",202217,614,5435.86,8.8532,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-05-07,9780722532935,The Alchemist,"Coelho, Paulo",202218,601,4986.92,8.2977,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-05-07,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202218,1250,7545.41,6.0363,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-05-14,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202219,1201,7245.03,6.0325,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-05-14,9780722532935,The Alchemist,"Coelho, Paulo",202219,593,4854.92,8.187,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-05-21,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202220,1074,6575.17,6.1221,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-05-21,9780722532935,The Alchemist,"Coelho, Paulo",202220,583,4829.35,8.2836,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-05-28,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202221,1169,6942.95,5.9392,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-05-28,9780722532935,The Alchemist,"Coelho, Paulo",202221,586,4751.53,8.1084,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-06-04,9780722532935,The Alchemist,"Coelho, Paulo",202222,619,5249.32,8.4803,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-06-04,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202222,1029,5905.67,5.7392,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-06-11,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202223,1369,6935.55,5.0661,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-06-11,9780722532935,The Alchemist,"Coelho, Paulo",202223,661,5795.52,8.7678,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-06-18,9780722532935,The Alchemist,"Coelho, Paulo",202224,577,5081.81,8.8073,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-06-18,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202224,1284,6141.92,4.7834,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-06-25,9780722532935,The Alchemist,"Coelho, Paulo",202225,546,4850.67,8.884,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-06-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202225,1301,6114.28,4.6997,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-07-02,9780722532935,The Alchemist,"Coelho, Paulo",202226,675,5877.21,8.707,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-07-02,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202226,1488,6624.28,4.4518,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-07-09,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202227,1493,6812.31,4.5628,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-07-09,9780722532935,The Alchemist,"Coelho, Paulo",202227,561,4896.82,8.7287,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-07-16,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202228,1487,6789.28,4.5658,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-07-16,9780722532935,The Alchemist,"Coelho, Paulo",202228,563,4890.61,8.6867,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-07-23,9780722532935,The Alchemist,"Coelho, Paulo",202229,662,5676.21,8.5743,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-07-23,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202229,1321,5873.36,4.4461,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-07-30,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202230,1626,7459.9,4.5879,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-07-30,9780722532935,The Alchemist,"Coelho, Paulo",202230,643,5365.19,8.344,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-08-06,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202231,1599,7351.42,4.5975,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-08-06,9780722532935,The Alchemist,"Coelho, Paulo",202231,655,5454.72,8.3278,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-08-13,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202232,1695,7817.01,4.6118,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-08-13,9780722532935,The Alchemist,"Coelho, Paulo",202232,726,6135.38,8.4509,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-08-20,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202233,1833,8620.27,4.7028,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-08-20,9780722532935,The Alchemist,"Coelho, Paulo",202233,806,6951.76,8.625,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-08-27,9780722532935,The Alchemist,"Coelho, Paulo",202234,884,7475.1,8.456,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-08-27,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202234,1754,8336.09,4.7526,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-09-03,9780722532935,The Alchemist,"Coelho, Paulo",202235,567,5020.28,8.8541,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-09-03,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202235,1682,8065.15,4.795,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-09-10,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202236,1307,6535.15,5.0001,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-09-10,9780722532935,The Alchemist,"Coelho, Paulo",202236,810,6927.4,8.5523,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-09-17,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202237,1391,6866.79,4.9366,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-09-17,9780722532935,The Alchemist,"Coelho, Paulo",202237,785,6380.72,8.1283,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-09-24,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202238,1420,6825.55,4.8067,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-09-24,9780722532935,The Alchemist,"Coelho, Paulo",202238,624,5283.31,8.4668,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-10-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202239,1447,7107.38,4.9118,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-10-01,9780722532935,The Alchemist,"Coelho, Paulo",202239,617,5267.32,8.537,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-10-08,9780722532935,The Alchemist,"Coelho, Paulo",202240,585,4983.59,8.519,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-10-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202240,1941,8823.04,4.5456,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-10-15,9780722532935,The Alchemist,"Coelho, Paulo",202241,551,4808.88,8.7275,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-10-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202241,2103,9426.58,4.4824,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-10-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202242,2008,8845.17,4.405,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-10-22,9780722532935,The Alchemist,"Coelho, Paulo",202242,574,5049.37,8.7968,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-10-29,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202243,2131,9604.75,4.5072,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-10-29,9780722532935,The Alchemist,"Coelho, Paulo",202243,603,5300.57,8.7903,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-11-05,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202244,2381,10637.88,4.4678,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-11-05,9780722532935,The Alchemist,"Coelho, Paulo",202244,611,5521.64,9.0371,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-11-12,9780722532935,The Alchemist,"Coelho, Paulo",202245,692,6126.47,8.8533,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-11-12,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202245,2126,10792.66,5.0765,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-11-19,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202246,2704,12532.85,4.6349,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-11-19,9780722532935,The Alchemist,"Coelho, Paulo",202246,651,5632.45,8.652,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-11-26,9780722532935,The Alchemist,"Coelho, Paulo",202247,718,6131.31,8.5394,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-11-26,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202247,3100,14117.6,4.5541,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-12-03,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202248,3176,14778.42,4.6532,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-12-03,9780722532935,The Alchemist,"Coelho, Paulo",202248,979,8300.46,8.4785,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-12-10,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202249,3316,15863.84,4.784,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-12-10,9780722532935,The Alchemist,"Coelho, Paulo",202249,1297,10830.32,8.3503,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-12-17,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202250,3499,16678.11,4.7665,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-12-17,9780722532935,The Alchemist,"Coelho, Paulo",202250,1584,13743.65,8.6765,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-12-24,9780722532935,The Alchemist,"Coelho, Paulo",202251,1860,16345.85,8.7881,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-12-24,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202251,3905,19096.6,4.8903,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2022-12-31,9780722532935,The Alchemist,"Coelho, Paulo",202252,813,7275.4,8.9488,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2022-12-31,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202252,1156,5631.08,4.8712,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-01-07,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202301,1545,7265.84,4.7028,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-01-07,9780722532935,The Alchemist,"Coelho, Paulo",202301,790,7036.54,8.907,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-01-14,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202302,1464,7012.12,4.7897,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-01-14,9780722532935,The Alchemist,"Coelho, Paulo",202302,818,7106.31,8.6874,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-01-21,9780722532935,The Alchemist,"Coelho, Paulo",202303,668,6012.45,9.0007,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-01-21,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202303,1855,8628.06,4.6512,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-01-28,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202304,2036,9457.53,4.6452,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-01-28,9780722532935,The Alchemist,"Coelho, Paulo",202304,674,6025.62,8.9401,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-02-04,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202305,2476,11341.89,4.5807,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-02-04,9780722532935,The Alchemist,"Coelho, Paulo",202305,688,6187.33,8.9932,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-02-11,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202306,2196,10691.39,4.8686,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-02-11,9780722532935,The Alchemist,"Coelho, Paulo",202306,579,5173.22,8.9347,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-02-18,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202307,2132,10242.64,4.8042,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-02-18,9780722532935,The Alchemist,"Coelho, Paulo",202307,584,5159.74,8.8352,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-02-25,9780722532935,The Alchemist,"Coelho, Paulo",202308,566,4911.36,8.6773,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-02-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202308,2547,12014.96,4.7173,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-03-04,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202309,3550,15955.84,4.4946,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-03-04,9780722532935,The Alchemist,"Coelho, Paulo",202309,654,5691.48,8.7026,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-03-11,9780722532935,The Alchemist,"Coelho, Paulo",202310,554,4708.4,8.4989,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-03-11,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202310,2391,10680.09,4.4668,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-03-18,9780722532935,The Alchemist,"Coelho, Paulo",202311,626,5277.63,8.4307,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-03-18,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202311,2104,9461.0,4.4967,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-03-25,9780722532935,The Alchemist,"Coelho, Paulo",202312,665,5673.68,8.5318,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-03-25,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202312,2154,9683.68,4.4957,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-04-01,9780722532935,The Alchemist,"Coelho, Paulo",202313,674,5779.91,8.5755,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-04-01,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202313,2364,10527.87,4.4534,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-04-08,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202314,2321,10455.81,4.5049,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-04-08,9780722532935,The Alchemist,"Coelho, Paulo",202314,545,4714.51,8.6505,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-04-15,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202315,1603,7773.18,4.8491,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
2023-04-15,9780722532935,The Alchemist,"Coelho, Paulo",202315,505,4437.29,8.7867,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-04-22,9780722532935,The Alchemist,"Coelho, Paulo",202316,509,4352.87,8.5518,9.99,Paperback,Thorsons,HarperCollins Grp,F1.1 General & Literary Fiction,F Adult Fiction
2023-04-22,9780241003008,The Very Hungry Caterpillar,"Carle, Eric",202316,1582,8266.84,5.2256,7.99,Hardback,Puffin Books,Penguin Grp,Y1.3 Picture Books,"Y Children's, YA & Educational"
